,Unnamed: 0,Unnamed: 0.1,HITId,tweet,sentiment,directness,annotator_sentiment,target,group,label_mix,clean_tw,cluster,cluster_pred
2216,2216,2529,2530,@user shut egocentric twat. loathe unprincipled people like,offensive,indirect,anger_disgust,gender,special_needs,gender_special_needs,shut egocentric twat loathe unprincipled people like,24,20
2217,2217,3880,3881,@user shut faggot atleast 500,offensive,indirect,anger_confusion_sadness_shock_fear,sexual_orientation,other,sexual_orientation_other,shut faggot atleast five hundred,22,10
2218,2218,4631,4632,@user shut farmer. clearly retarded,offensive,indirect,anger_fear_shock_indifference_disgust,disability,special_needs,disability_special_needs,shut farmer clearly retarded,7,11
2219,2219,3182,3183,@user shut fuck fuckin' furry faggot.,abusive_hateful,direct,anger_fear_shock_indifference_disgust,sexual_orientation,individual,sexual_orientation_individual,shut fuck fuckin furry faggot ,19,10
2220,2220,3845,3846,@user shut fuck horrible cunt,offensive,direct,sadness_shock_indifference_disgust,gender,women,gender_women,shut fuck horrible cunt,18,3
2221,2221,4444,4445,@user shut fuck retard,offensive,direct,anger_disgust,disability,special_needs,disability_special_needs,shut fuck retard,7,8
2222,2222,4767,4768,@user shut grand ol negro,offensive,direct,confusion_disgust,origin,hispanics,origin_hispanics,shut grand negro,5,24
2223,2223,1977,1978,@user shut mexican ass deport spic ass,offensive,direct,fear_shock_indifference_sadness_disgust,origin,other,origin_other,shut mexican ass deport spic ass,7,15
2224,2224,3215,3216,@user shut mongoloid,offensive,indirect,anger_disgust,origin,special_needs,origin_special_needs,shut mongoloid,5,17
2225,2225,1648,1649,@user shut negro,abusive_hateful,direct,confusion_fear_shock_indifference_disgust,origin,african_descent,origin_african_descent,shut negro,5,24
2226,2226,802,803,@user shut nigger,offensive,direct,shock_disgust,origin,african_descent,origin_african_descent,shut nigger,5,7
2227,2227,43,44,@user shut raghead.....,offensive,indirect,shock_disgust,origin,muslims,origin_muslims,shut raghead ,5,3
2228,2228,280,281,@user shut retard,offensive,indirect,anger_fear_shock_sadness_disgust,disability,special_needs,disability_special_needs,shut retard,5,8
2229,2229,3395,3396,@user shut ur dog retard,offensive,indirect,indifference_disgust,disability,special_needs,disability_special_needs,shut dog retard,7,8
2230,2230,4279,4280,@user shut ur whore mouth poor ass faggot,offensive,indirect,anger_confusion_sadness_shock_disgust,sexual_orientation,other,sexual_orientation_other,shut whore mouth poor ass faggot,19,10
2231,2231,3467,3468,@user shut yo goofy ass nigga delete vid faggot,abusive_offensive,indirect,sadness_disgust,sexual_orientation,other,sexual_orientation_other,shut goofy ass nigga delete vid faggot,22,10
2232,2232,1877,1878,@user sick cunt,offensive,direct,anger_confusion_sadness_shock_indifference,gender,women,gender_women,sick cunt,5,3
2233,2233,2629,2630,@user sick mental retard. @url,offensive,direct,sadness_disgust,disability,special_needs,disability_special_needs,sick mental retard ,5,11
2234,2234,99,100,@user sigh.. said spic..,offensive,indirect,confusion_indifference,origin,other,origin_other,sigh said spic ,5,15
2235,2235,4630,4631,@user signs retard person,offensive,indirect,anger_fear_shock_indifference_disgust,disability,special_needs,disability_special_needs,signs retard person,5,6
2236,2236,1509,1510,@user sike ain't retarded @url,abusive_offensive,indirect,anger_confusion_sadness_shock_disgust,disability,special_needs,disability_special_needs,sike retarded,7,11
2237,2237,909,910,@user similarly: give straight people unilateral permission say traumatizing words like faggot @url,offensive,indirect,indifference_disgust,sexual_orientation,gay,sexual_orientation_gay,similarly give straight people unilateral permission say traumatizing words like faggot,24,10
2238,2238,1473,1474,@user sion titanic hydra steraks demolition mastery retarded broken virtually unb @url,offensive,indirect,sadness_disgust,disability,special_needs,disability_special_needs,sion titanic hydra steraks demolition mastery retarded broken virtually unb,13,16
2239,2239,2965,2966,@user sjsksk love twat,offensive_disrespectful,indirect,anger_disgust,other,women,other_women,sjsksk love twat,7,25
2240,2240,190,191,@user skele boi far superior toothy mongoloid,offensive,indirect,anger_confusion_shock_indifference_disgust,origin,individual,origin_individual,skele boi far superior toothy mongoloid,3,17
2241,2241,1841,1842,@user slap cunt pls ,fearful,indirect,fear_shock_indifference_sadness_disgust,gender,women,gender_women,slap cunt pls,7,3
2242,2242,2453,2454,@user slick rick leeds twat,offensive_normal,indirect,anger_disgust,other,women,other_women,slick rick leeds twat,7,25
2243,2243,5133,5134,@user slimy maybe that's i'm spic boring? could never! boring sucks,offensive,indirect,anger_sadness_shock_indifference_disgust,other,other,other_other,slimy maybe spic boring could never boring sucks,19,15
2244,2244,298,299,@user smell like farted arted ab honor roll f's retarded,offensive,indirect,anger_sadness,disability,special_needs,disability_special_needs,smell like farted arted honor roll retarded,13,25
2245,2245,2245,2246,@user smith looks like sid ice agenhe retarded strength im,offensive,indirect,shock_indifference,disability,special_needs,disability_special_needs,smith looks like sid ice agenhe retarded strength im,11,1
2246,2246,2958,2959,@user song retard,offensive,indirect,anger_disgust,disability,special_needs,disability_special_needs,song retard,5,8
2247,2247,4265,4266,@user sorry can't translate spic you.,offensive,direct,confusion_fear_shock_indifference_disgust,origin,individual,origin_individual,sorry translate spic ,5,15
2248,2248,1492,1493,@user sorry hear experience deepika :( try best keep aircraft spic span b @url,offensive,indirect,confusion_indifference,other,other,other_other,sorry hear experience deepika try best keep aircraft spic span b,4,15
2249,2249,1756,1757,@user sorry hear experience mr punia :( try best keep aircraft spic span @url,offensive,indirect,anger_indifference,origin,other,origin_other,sorry hear experience punia try best keep aircraft spic span,4,15
2250,2250,3976,3977,@user sorry retard hoplophobic idiot. assault rifle stands armalite model 15,offensive,indirect,anger_indifference,disability,special_needs,disability_special_needs,sorry retard hoplophobic idiot assault rifle stands armalite model fifteen,13,18
2251,2251,4667,4668,@user sorry what? simply pointing white immigrants. bit racist onl @url,offensive,indirect,confusion_indifference,other,other,other_other,sorry simply pointing white immigrants bit racist onl,8,7
2252,2252,4179,4180,@user sorryi speak ping pong ching chong sushi chong,offensive_hateful,indirect,anger_confusion_shock_indifference_disgust,origin,asians,origin_asians,sorryi speak ping pong ching chong sushi chong,21,21
2253,2253,674,675,@user soulless fucking twat.,hateful,indirect,anger_disgust,other,special_needs,other_special_needs,soulless fucking twat ,7,25
2254,2254,2540,2541,@user sounds like chinaman saying brexit,offensive,indirect,anger_confusion_fear_indifference_disgust,origin,left_wing_people,origin_left_wing_people,sounds like chinaman saying brexit,18,22
2255,2255,3874,3875,@user sounds like faggot,offensive,direct,anger_indifference,sexual_orientation,special_needs,sexual_orientation_special_needs,sounds like faggot,7,10
2256,2256,1581,1582,@user soup taker no.1 fuckin mighty fallen. know fact went seville celtic daft. total twat.,offensive,indirect,anger_indifference,other,other,other_other,soup taker number fuckin mighty fallen know fact went seville celtic daft total twat ,25,2
2257,2257,4982,4983,@user speaking shithole countries..,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,other,origin_other,speaking shithole countries ,7,12
2258,2258,3049,3050,@user spell american amerikkkan retard book,offensive,indirect,anger_confusion_sadness_shock_disgust,disability,special_needs,disability_special_needs,spell american amerikan retard book,7,6
2259,2259,3220,3221,@user spent 2 yrs australia. yelled go back country spit walking str @url,offensive_disrespectful,indirect,anger_fear_shock_indifference_disgust,origin,women,origin_women,spent two yrs australia yelled back country spit walking str,4,5
2260,2260,2403,2404,@user spic,normal,indirect,anger_indifference,origin,hispanics,origin_hispanics,spic,5,19
2261,2261,5605,5606,@user spic @url,fearful_offensive_hateful_disrespectful_normal,indirect,indifference_disgust,origin,left_wing_people,origin_left_wing_people,spic,5,19
2262,2262,421,422,@user spic got eye u ingrates,offensive,indirect,anger_confusion_sadness_shock_indifference,origin,other,origin_other,spic got eye ingrates,7,15
2263,2263,4893,4894,@user spic hear sargon talking first thing comes mind 65 year old british wom @url,offensive,indirect,confusion_sadness,origin,hispanics,origin_hispanics,spic hear sargon talking first thing comes mind sixty five year old british wom,1,15
2264,2264,827,828,@user spic speak see?,offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,women,origin_women,spic speak see ,5,15
2265,2265,2405,2406,@user spick fucking wetback,offensive_hateful,direct,anger_disgust,origin,other,origin_other,spick fucking wetback,18,13
2266,2266,3472,3473,@user spot ....... chris say anything reaction' sutton ... he's quite soup-taker yet g @url,disrespectful_normal,indirect,anger_disgust,other,special_needs,other_special_needs,spot chris say anything reaction sutton quite soup taker yet g,4,15
2267,2267,1319,1320,@user stat sheet fucking mongoloid.,offensive,indirect,indifference_disgust,disability,special_needs,disability_special_needs,stat sheet fucking mongoloid ,7,17
2268,2268,4772,4773,@user state cunt comparing little known comedian president entire country - yeah @url,offensive,direct,shock_indifference,gender,women,gender_women,state cunt comparing little known comedian president entire country yeah,8,5
2269,2269,1210,1211,@user stay away shithole countries focus kashmir,offensive,indirect,confusion_sadness,origin,other,origin_other,stay away shithole countries focus kashmir,3,12
2270,2270,3657,3658,@user stayed in. dont relate feminazi useful idiots. enjoy living free country gr @url,fearful_abusive_offensive_hateful_normal,indirect,fear_shock_indifference_sadness_disgust,gender,women,gender_women,stayed dont relate feminazi useful idiots enjoy living free country gr,4,14
2271,2271,4380,4381,@user stfu stupid faggot ass bitch,offensive,direct,anger_fear,origin,individual,origin_individual,stfu stupid faggot ass bitch,22,10
2272,2272,1562,1563,@user stick rag round head shut cunt up. still bad enough we've gotta endure shite song twenty years later,hateful_disrespectful,direct,shock_disgust,gender,women,gender_women,stick rag round head shut cunt still bad enough gotta endure shite song twenty years later,15,23
2273,2273,2288,2289,@user stick twat dad responsible violence promotes phony 1st daughter eat bowl dicks.,offensive_hateful,indirect,anger_disgust,other,individual,other_individual,stick twat dad responsible violence promotes phony st daughter eat bowl dicks ,19,16
2274,2274,39,40,@user still bitter cunt. much interest arsenal? player player fod us get sold.,abusive_hateful,indirect,anger_sadness,gender,women,gender_women,still bitter cunt much interest arsenal player player fod get sold ,4,2
2275,2275,3549,3550,@user still faggot,offensive_hateful,direct,sadness_indifference,sexual_orientation,individual,sexual_orientation_individual,still faggot,5,10
2276,2276,731,732,@user still follow twat. see many times retweets ,offensive,indirect,shock_indifference,disability,women,disability_women,still follow twat see many times retweets,22,26
2277,2277,433,434,@user still fucking twat,offensive_hateful,indirect,anger_confusion_sadness_indifference_disgust,gender,women,gender_women,still fucking twat,7,13
2278,2278,642,643,@user still live there? every city sa informal settlements/ shacks common shithole countries.,offensive,indirect,anger_sadness,origin,refugees,origin_refugees,still live every city informal settlements shacks common shithole countries ,2,12
2279,2279,4462,4463,@user stockard channing fabulous cunt island right?? saw practical magic first time @url,offensive_disrespectful,indirect,sadness_indifference,gender,women,gender_women,stockard channing fabulous cunt island right saw practical magic first time,19,16
2280,2280,958,959,@user stop faggot hate,offensive,direct,anger_fear_shock_indifference_disgust,sexual_orientation,individual,sexual_orientation_individual,stop faggot hate,7,10
2281,2281,1819,1820,@user stop giving twat attention. obvious clout chasing,offensive_hateful,indirect,sadness_disgust,gender,women,gender_women,stop giving twat attention obvious clout chasing,22,2
2282,2282,3973,3974,@user stop lil faggot,offensive,direct,anger_disgust,sexual_orientation,individual,sexual_orientation_individual,stop lil faggot,7,10
2283,2283,707,708,@user stop littering faggot,offensive,direct,anger_confusion_sadness_fear_disgust,sexual_orientation,individual,sexual_orientation_individual,stop littering faggot,7,10
2284,2284,5214,5215,@user stop lying b.s.:nn1. july 2016 leftist micah xavier johnson fired group police officers @url,offensive_disrespectful,indirect,anger_sadness_shock_indifference_disgust,other,other,other_other,stop lying nn1 july two thousand sixteen leftist micah xavier johnson fired group police officers,14,18
2285,2285,252,253,@user stop making gay u faggot,hateful_disrespectful,direct,anger_confusion_sadness_indifference_disgust,sexual_orientation,special_needs,sexual_orientation_special_needs,stop making gay faggot,7,10
2286,2286,3095,3096,@user stop reading break ching chong guy start showing im like fuck,offensive,indirect,anger_disgust,origin,muslims,origin_muslims,stop reading break ching chong guy start showing like fuck,18,21
2287,2287,4058,4059,@user stop retarded retard @url,offensive,indirect,indifference_disgust,disability,special_needs,disability_special_needs,stop retarded retard,11,8
2288,2288,1238,1239,@user stop talking retard....he fade obscurity,offensive,indirect,anger_disgust,disability,special_needs,disability_special_needs,stop talking retard fade obscurity,11,8
2289,2289,3724,3725,@user stuffed twat last 5 minuets stone age.,offensive,indirect,shock_indifference,other,women,other_women,stuffed twat last five minuets stone age ,4,25
2290,2290,1111,1112,@user stunning.nthis guy actually retarded.,offensive,indirect,confusion_indifference,disability,special_needs,disability_special_needs,stunning nthis guy actually retarded ,11,11
2291,2291,2731,2732,@user stupid cunt.,abusive_disrespectful,indirect,anger_sadness,gender,women,gender_women,stupid cunt ,5,3
2292,2292,3686,3687,@user stupid mongy americans,offensive,direct,anger_disgust,origin,special_needs,origin_special_needs,stupid mongy americans,7,11
2293,2293,1166,1167,@user stupid spic,offensive,direct,anger_disgust,origin,individual,origin_individual,stupid spic,5,15
2294,2294,1747,1748,@user suck dick lick ass faggot @url,offensive,direct,anger_confusion_sadness_indifference_disgust,sexual_orientation,individual,sexual_orientation_individual,suck dick lick ass faggot,22,10
2295,2295,790,791,@user suck spic balls ,disrespectful,direct,sadness_fear,origin,hispanics,origin_hispanics,suck spic balls,5,15
2296,2296,3610,3611,@user suck whole dick make 100k yearly bitch proven facts look job faggot di @url,offensive,indirect,sadness_shock,sexual_orientation,gay,sexual_orientation_gay,suck whole dick make zero k yearly bitch proven facts look job faggot di,9,10
2297,2297,3954,3955,@user sun coming back ground immigrants burning city down. chance whi @url,offensive,indirect,shock_disgust,origin,special_needs,origin_special_needs,sun coming back ground immigrants burning city chance whi,4,9
2298,2298,1652,1653,@user sup negro,offensive_disrespectful,indirect,confusion_fear_shock_indifference_disgust,origin,other,origin_other,sup negro,5,24
2299,2299,576,577,@user support crackdown illegal immigrants... numerous reasons.... wall? wont stop anyt @url,abusive_hateful,indirect,anger_disgust,origin,immigrants,origin_immigrants,support crackdown illegal immigrants numerous reasons wall wont stop anyt,8,9
2300,2300,982,983,@user support sanctuary cities criminal illegal aliens credibility governor ameri @url,abusive_hateful,indirect,anger_shock,origin,refugees,origin_refugees,support sanctuary cities criminal illegal aliens credibility governor ameri,8,9
2301,2301,234,235,@user sure except directly quoting trump's shithole countries.,disrespectful_normal,indirect,anger_confusion_sadness_shock_indifference,other,other,other_other,sure except directly quoting trump shithole countries ,3,12
2302,2302,912,913,@user sure spic span,fearful_abusive_hateful_disrespectful_normal,indirect,confusion_disgust,origin,other,origin_other,sure spic span,5,15
2303,2303,3052,3053,@user sure ugly fucking faggot nni determined worse disgusting bugeye loser lmfaoo @url,offensive,direct,sadness_disgust,sexual_orientation,gay,sexual_orientation_gay,sure ugly fucking faggot nni determined worse disgusting bugeye loser lmfaoo,15,10
2304,2304,4629,4630,@user susano'o obito fucking faggot,offensive,direct,anger_disgust,sexual_orientation,individual,sexual_orientation_individual,susano obito fucking faggot,22,10
2305,2305,2985,2986,@user suspicion upstairs old chinaman neighbor feigning mental illness since 3 years ago slamming g @url,offensive_hateful,indirect,anger_indifference,origin,special_needs,origin_special_needs,suspicion upstairs old chinaman neighbor feigning mental illness since three years ago slamming g,12,16
2306,2306,5316,5317,@user suspicion upstairs old chinaman neighbor feigning mental illness since 3 years ago slamming ga @url,offensive,indirect,sadness_shock_indifference_disgust,origin,muslims,origin_muslims,suspicion upstairs old chinaman neighbor feigning mental illness since three years ago slamming ga,12,16
2307,2307,1130,1131,@user suspicion upstairs old chinaman neighbor feigning mental illness since 3 years ago slamming gate going @url,abusive_offensive_disrespectful_hateful_normal,direct,sadness_shock,origin,individual,origin_individual,suspicion upstairs old chinaman neighbor feigning mental illness since three years ago slamming gate going,12,16
2308,2308,62,63,@user swear .. white people fucking retarded ...,hateful_disrespectful,indirect,confusion_fear_shock_indifference_disgust,disability,special_needs,disability_special_needs,swear white people fucking retarded ,11,7
2309,2309,5372,5373,@user take twat who's like nine years,offensive,indirect,anger_disgust,gender,women,gender_women,take twat like nine years,7,25
2310,2310,3203,3204,@user talk fun looked real note tho,offensive,indirect,anger_confusion_shock_indifference_disgust,other,other,other_other,talk fun looked real note tho,7,22
2311,2311,429,430,@user talk retard,abusive_offensive,indirect,anger_confusion_sadness_shock_indifference,disability,special_needs,disability_special_needs,talk retard,5,8
2312,2312,2800,2801,@user talkin likes negro big niggas chicken waffles lives least fam,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,indian/hindu,origin_indian/hindu,talkin likes negro big niggas chicken waffles lives least fam,23,7
2313,2313,4924,4925,@user taxes pay clear air mongoloid trees free,offensive,indirect,anger_confusion_shock_indifference_disgust,disability,special_needs,disability_special_needs,taxes pay clear air mongoloid trees free,3,17
2314,2314,3352,3353,@user tbf can't think anything worse singing outside pub bunch mongy south wallians @url,offensive_hateful,indirect,anger_disgust,origin,special_needs,origin_special_needs,tbf think anything worse singing outside pub bunch mongy south wallians,4,23
2315,2315,1523,1524,@user tbh long u look mf retarded idc personal lives ppl want ya @url,offensive,indirect,anger_confusion_sadness_indifference_disgust,disability,special_needs,disability_special_needs,tbh long look retarded idc personal lives ppl want ya,13,20
2316,2316,3728,3729,@user tbh yall acting like done put ching chong dang tweet. know @url,offensive_normal,indirect,anger_shock,origin,individual,origin_individual,tbh yall acting like done put ching chong dang tweet know,21,26
2317,2317,890,891,@user tea retarded,offensive_hateful,indirect,anger_fear_shock_indifference_disgust,disability,special_needs,disability_special_needs,tea retarded,5,11
2318,2318,3168,3169,@user tell called spic,hateful,indirect,anger_confusion_fear_sadness_disgust,origin,left_wing_people,origin_left_wing_people,tell called spic,5,15
2319,2319,828,829,@user tell mongol stick donkeys summon lion's,normal,indirect,confusion_indifference,origin,other,origin_other,tell mongol stick donkeys summon lion ,18,17
2320,2320,2882,2883,@user tell twat thinks f*** off. think series great gain lot game watching,offensive_hateful,indirect,anger_confusion_sadness_shock_disgust,origin,women,origin_women,tell twat thinks think series great gain lot game watching,23,2
2321,2321,3998,3999,@user terrorist distinctions. liberals always violently pursuing leftist agenda. conservatives @url,offensive,indirect,anger_confusion_sadness_disgust,other,other,other_other,terrorist distinctions liberals always violently pursuing leftist agenda conservatives,14,18
2322,2322,203,204,@user text back faggot,offensive,indirect,anger_disgust,sexual_orientation,other,sexual_orientation_other,text back faggot,7,10
2323,2323,2377,2378,@user tf spells whelp?? welp mongoloid,abusive_hateful,direct,sadness_indifference,origin,special_needs,origin_special_needs,tf spells whelp welp mongoloid,22,17
2324,2324,624,625,@user thank ching chong lala ,offensive,indirect,anger_sadness_indifference_disgust,origin,individual,origin_individual,thank ching chong lala,0,4
2325,2325,741,742,@user thank much. another shithole country full violence hate arrogant @url,offensive,indirect,sadness_disgust,other,other,other_other,thank much another shithole country full violence hate arrogant,4,5
2326,2326,4121,4122,@user thank senator graham. i've critical support illegal aliens defen @url,offensive_normal,indirect,indifference_disgust,origin,other,origin_other,thank senator graham critical support illegal aliens defen,3,9
2327,2327,1379,1380,@user thanks cunt ,offensive,indirect,anger_sadness,other,women,other_women,thanks cunt,5,3
2328,2328,4283,4284,@user thanks nigger cant wait impending death coming @url,offensive,direct,anger_disgust,origin,individual,origin_individual,thanks nigger cant wait impending death coming,18,24
2329,2329,835,836,@user thanks retard ,offensive,indirect,indifference_disgust,disability,special_needs,disability_special_needs,thanks retard,5,8
2330,2330,5563,5564,@user thanks shithole countries,offensive_hateful,indirect,anger_disgust,origin,special_needs,origin_special_needs,thanks shithole countries,7,12
2331,2331,145,146,@user thanks spic,offensive_hateful,direct,anger_confusion_fear_shock_sadness,origin,other,origin_other,thanks spic,5,15
2332,2332,1767,1768,@user thanks win fucking mongoloid learn actually read understand rules stupid fucking scumbag,abusive_hateful,direct,anger_confusion_shock_indifference_disgust,origin,women,origin_women,thanks win fucking mongoloid learn actually read understand rules stupid fucking scumbag,9,1
2333,2333,1952,1953,@user that'd good one went school mongy,offensive,indirect,anger_fear_shock_sadness_disgust,other,other,other_other, good one went school mongy,7,22
2334,2334,4529,4530,@user that's awful. i'm sorry happened. banter last refuge cunt.,offensive_normal,indirect,anger_confusion_fear_shock_indifference,other,other,other_other, awful sorry happened banter last refuge cunt ,4,13
2335,2335,5196,5197,@user that's even name twitch fucking retarded can't even comprehend stupid @url,offensive,direct,anger_disgust,other,special_needs,other_special_needs, even name twitch fucking retarded even comprehend stupid,9,20
2336,2336,4774,4775,@user that's feel saying spic ,offensive,indirect,sadness_disgust,origin,hispanics,origin_hispanics, feel saying spic,5,15
2337,2337,5213,5214,@user that's got mom buy headphones really fuck animal ass killed faggot,abusive_hateful,indirect,anger_sadness_shock_indifference_disgust,other,other,other_other, got mom buy headphones really fuck animal ass killed faggot,19,10
2338,2338,2514,2515,@user that's pretty retarded tweet,offensive,indirect,anger_disgust,disability,special_needs,disability_special_needs, pretty retarded tweet,7,26
2339,2339,4307,4308,@user that's retarded honest.,offensive_disrespectful,indirect,sadness_disgust,disability,special_needs,disability_special_needs, retarded honest ,7,11
2340,2340,1424,1425,@user that's saying u retard,offensive,indirect,confusion_indifference,disability,special_needs,disability_special_needs, saying retard,5,8
2341,2341,4159,4160,@user that's trump called shithole 3rd world countries wonder why?,abusive_offensive_hateful_disrespectful_normal,indirect,anger_shock,origin,other,origin_other, trump called shithole rd world countries wonder ,3,5
2342,2342,716,717,@user that's twitter retarded remember bush obama years. we've @url,offensive,indirect,shock_indifference,other,special_needs,other_special_needs, twitter retarded remember bush obama years ,11,26
2343,2343,1153,1154,@user thats get eating pickles nigger,normal,indirect,sadness_shock,origin,other,origin_other,thats get eating pickles nigger,18,15
2344,2344,5301,5302,@user thats retarded,offensive,indirect,anger_fear_shock_indifference_disgust,other,other,other_other,thats retarded,7,11
2345,2345,2792,2793,@user thats spelt movie quoting retard,offensive,indirect,anger_confusion_sadness_indifference_disgust,disability,special_needs,disability_special_needs,thats spelt movie quoting retard,11,8
2346,2346,789,790,@user them: might probably says nigger one around,offensive,indirect,anger_confusion_sadness_shock_indifference,origin,african_descent,origin_african_descent, might probably says nigger one around,18,7
2347,2347,5216,5217,@user theres difference nigger nigga - former rascist later shout da home bohz.,offensive_normal,indirect,anger_sadness_shock_indifference_disgust,origin,other,origin_other,theres difference nigger nigga former rascist later shout home bohz ,25,7
2348,2348,5573,5574,@user they're alright tbf seem attract mongy element gigs,hateful_disrespectful,indirect,anger_sadness,disability,special_needs,disability_special_needs, alright tbf seem attract mongy element gigs,18,1
2349,2349,3703,3704,@user they're gonna tell shut spic,hateful,indirect,anger_fear_shock_indifference_sadness,origin,other,origin_other, gonna tell shut spic,7,15
2350,2350,585,586,@user they're hard know ching chong,offensive,indirect,anger_disgust,origin,other,origin_other, hard know ching chong,5,4
2351,2351,4808,4809,@user thieving twat stole phone im using phone 10 years ago can't @url,fearful_hateful,indirect,anger_confusion_sadness_shock_fear,gender,special_needs,gender_special_needs,thieving twat stole phone using phone ten years ago ,23,25
2352,2352,1030,1031,@user think either retard confused. obama one put kids cages. bill clinto @url,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,special_needs,origin_special_needs,think either retard confused obama one put kids cages bill clinto,8,18
2353,2353,1978,1979,@user think gonna winning fucking 0_______0 iboy looool kys disgusting half brain mongoloid,abusive_offensive,direct,anger_confusion_sadness_shock_indifference,origin,special_needs,origin_special_needs,think gonna winning fucking number number iboy lol kys disgusting half brain mongoloid,9,23
2354,2354,3759,3760,@user think he's selfish twat tbhonesthonest,offensive,direct,confusion_fear_shock_sadness_disgust,sexual_orientation,other,sexual_orientation_other,think selfish twat tbhonesthonest,22,20
2355,2355,438,439,@user think jack hobbs fairly mongy though.,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,other,origin_other,think jack hobbs fairly mongy though ,7,1
2356,2356,518,519,@user think lil corrected fucking retarded i'm losing brain cells @url,abusive_hateful,direct,anger_confusion_shock_indifference_disgust,disability,special_needs,disability_special_needs,think lil corrected fucking retarded losing brain cells,13,20
2357,2357,3661,3662,@user think one least offensive things call us gays. nbesides enjoy faggot 2 mash &amp; gravy  x,fearful_abusive_offensive_hateful_disrespectful,indirect,anger_fear_indifference_sadness_disgust,origin,special_needs,origin_special_needs,think one least offensive things call gays nbesides enjoy faggot two mash gravy x,25,10
2358,2358,2717,2718,@user think orthodox spin getting dull leggie chinaman spinners getting overrated,fearful_abusive_offensive_hateful_normal,indirect,anger_fear_shock_indifference_sadness,origin,muslims,origin_muslims,think orthodox spin getting dull leggie chinaman spinners getting overrated,23,21
2359,2359,2858,2859,@user think potato potato ching chong tomato,offensive_hateful,indirect,fear_indifference,origin,women,origin_women,think potato potato ching chong tomato,22,15
2360,2360,103,104,@user think retard tbh success twitters made automatically post discord many use @url,offensive,indirect,anger_shock,disability,special_needs,disability_special_needs,think retard tbh success twitters made automatically post discord many use,13,26
2361,2361,3796,3797,@user think retarded draw drew fun asked opinion missy way past bed time ma'am,offensive,indirect,confusion_fear_shock_sadness,origin,special_needs,origin_special_needs,think retarded draw drew fun asked opinion missy way past bed time ,13,20
2362,2362,5585,5586,@user think retarded mutuals possibly never,offensive,indirect,sadness_disgust,disability,special_needs,disability_special_needs,think retarded mutuals possibly never,11,20
2363,2363,4545,4546,@user think retarded.. metro already jumping tmobile towers customer metro cps f @url,offensive,indirect,confusion_fear_shock_sadness_disgust,disability,special_needs,disability_special_needs,think retarded metro already jumping tmobile towers customer metro cps f,13,2
2364,2364,4472,4473,@user think take sampling huffpo vox feminazi commenters claim holding door @url,hateful,indirect,anger_confusion_sadness_shock_indifference,origin,other,origin_other,think take sampling huffpo vox feminazi commenters claim holding door,14,14
2365,2365,1985,1986,@user think we're one shithole countries. scary sure.,abusive_disrespectful,indirect,confusion_sadness_shock_indifference_disgust,origin,other,origin_other,think one shithole countries scary sure ,18,12
2366,2366,3186,3187,@user think weekend wont nigger,offensive,indirect,indifference_disgust,origin,other,origin_other,think weekend wont nigger,7,24
2367,2367,1794,1795,@user think youre kind person would hear someone say im *illegal* immigrants. come @url,fearful_abusive_offensive_hateful_normal,indirect,confusion_fear_indifference_sadness_disgust,origin,other,origin_other,think youre kind person would hear someone say illegal immigrants come,18,9
2368,2368,4198,4199,@user third world shithole country ny.,offensive,indirect,shock_indifference,origin,other,origin_other,third world shithole country ,7,12
2369,2369,251,252,@user thnk u spic flair,offensive_normal,direct,confusion_fear_shock_indifference_disgust,origin,other,origin_other,thnk spic flair,7,15
2370,2370,1236,1237,@user though ur ching chong brother ,offensive,indirect,sadness_shock,origin,special_needs,origin_special_needs,though ching chong brother,5,4
2371,2371,374,375,@user thought love diana rossnn*dresses like chinaman*nnwho like sweet sour chicken?,fearful_abusive_offensive_disrespectful_normal,indirect,anger_disgust,origin,other,origin_other,thought love diana rossnndresses like chinamannnwho like sweet sour chicken ,1,16
2372,2372,2237,2238,@user thought one used phrase twat waffle.,fearful,indirect,confusion_sadness,gender,special_needs,gender_special_needs,thought one used phrase twat waffle ,18,20
2373,2373,4773,4774,@user thought retarded  killing vibe,offensive,indirect,shock_disgust,disability,special_needs,disability_special_needs,thought retarded killing vibe,11,11
2374,2374,4301,4302,@user thoughts prayers lol got fired house negro position,offensive,indirect,fear_shock_indifference_sadness_disgust,origin,other,origin_other,thoughts prayers lol got fired house negro position,4,24
2375,2375,541,542,@user three four years ago america shithole country. now.,normal,indirect,confusion_disgust,origin,other,origin_other,three four years ago america shithole country ,18,12
2376,2376,1717,1718,@user throw water fellow caster lil' faggot. professional.,offensive,indirect,sadness_fear,sexual_orientation,individual,sexual_orientation_individual,throw water fellow caster lil faggot professional ,22,10
2377,2377,4316,4317,@user time executive order? american citizen want illegal aliens voting ele @url,offensive,indirect,indifference_disgust,origin,immigrants,origin_immigrants,time executive order american citizen want illegal aliens voting ele,8,9
2378,2378,3605,3606,@user time self teach entirely abstract language learn favorite ching chong boys saying,offensive_hateful,indirect,shock_disgust,origin,special_needs,origin_special_needs,time self teach entirely abstract language learn favorite ching chong boys saying,4,21
